Date,Channel,Campaign,Impressions,Clicks,Spend,Conversions,Revenue
09/09/2024,Meta,Awareness,41760,593,292.08,14,962.11
09/09/2024,Meta,Retargeting,19148,467,275.3,17,1034.47
09/09/2024,Meta,Lead Gen,36476,504,420.69,8,470.19
09/09/2024,LinkedIn,Brand Awareness,6294,41,165.18,1,146.08
09/09/2024,LinkedIn,Lead Gen,5127,39,219.23,1,131.44
09/09/2024,LinkedIn,Event Promotion,5720,36,233.26,1,103.17
09/09/2024,TikTok,Top of Funnel,50218,584,324.44,10,591.67
09/09/2024,TikTok,Product Showcase,38734,488,310.83,7,402.57
09/09/2024,TikTok,Retargeting,47610,824,647.91,14,498.71
10/09/2024,Google Ads,Brand Search,21766,1338,2398.71,73,5911.54
10/09/2024,Google Ads,Competitor Keywords,18461,1037,2333.54,44,2754.51
10/09/2024,Google Ads,Retargeting,10123,492,1095.68,18,1542.5
10/09/2024,Meta,Awareness,16894,376,202.77,13,915.98
10/09/2024,Meta,Retargeting,14852,235,238.62,5,264.28
10/09/2024,Meta,Lead Gen,27624,569,508.03,19,1305.24
10/09/2024,LinkedIn,Brand Awareness,3086,15,53.37,0,0
10/09/2024,LinkedIn,Lead Gen,5492,49,186.66,1,136.64
10/09/2024,LinkedIn,Event Promotion,4214,26,177.61,1,146.97
10/09/2024,TikTok,Top of Funnel,46278,622,462.85,10,574.6
10/09/2024,TikTok,Product Showcase,43141,765,526.48,15,530.86
10/09/2024,TikTok,Retargeting,65814,1106,273.67,11,506.22
11/09/2024,Google Ads,Brand Search,9021,550,656.61,25,1653.74
11/09/2024,Google Ads,Competitor Keywords,20226,886,859.3,42,3342.48
11/09/2024,Google Ads,Retargeting,16691,950,2213.47,65,5511.1
11/09/2024,Meta,Awareness,39497,928,1094.43,35,1710.13
11/09/2024,Meta,Retargeting,26716,434,243.73,13,629.67
11/09/2024,Meta,Lead Gen,17465,176,126.01,4,257.37
11/09/2024,LinkedIn,Brand Awareness,3503,26,109.94,0,0
11/09/2024,LinkedIn,Lead Gen,4391,36,169.59,1,93.4
11/09/2024,LinkedIn,Event Promotion,4216,20,73.79,0,0
11/09/2024,TikTok,Top of Funnel,65156,892,550.22,14,830.72
11/09/2024,TikTok,Product Showcase,41811,573,145,8,372.58
11/09/2024,TikTok,Retargeting,42619,756,446.41,12,686.26
12/09/2024,Google Ads,Brand Search,8594,518,429.34,28,2238.23
12/09/2024,Google Ads,Competitor Keywords,10919,697,1518.22,30,2695.37
12/09/2024,Google Ads,Retargeting,11439,782,1593.93,43,2699.86
12/09/2024,Meta,Awareness,22270,325,366.83,6,399.19
12/09/2024,Meta,Retargeting,28814,327,297.87,10,743
12/09/2024,Meta,Lead Gen,31926,620,362.05,21,1263.23
12/09/2024,LinkedIn,Brand Awareness,3221,14,84.38,0,0
12/09/2024,LinkedIn,Lead Gen,7722,60,284.26,2,266.95
12/09/2024,LinkedIn,Event Promotion,2563,19,88.06,0,0
12/09/2024,TikTok,Top of Funnel,32215,557,290.25,6,225.09
12/09/2024,TikTok,Product Showcase,57017,986,359.36,14,661.11
12/09/2024,TikTok,Retargeting,46328,398,317.5,5,241.44
13/09/2024,Google Ads,Brand Search,23697,1634,1998.39,80,5225.42
13/09/2024,Google Ads,Competitor Keywords,20802,1271,2018.86,45,3736.16
13/09/2024,Google Ads,Retargeting,19802,935,1729.09,38,2490.89
13/09/2024,Meta,Awareness,41643,503,413.77,16,970.8
13/09/2024,Meta,Retargeting,18727,454,244.16,16,770.04
13/09/2024,Meta,Lead Gen,38342,791,342.04,18,953
13/09/2024,LinkedIn,Brand Awareness,5394,25,122.68,0,0
13/09/2024,LinkedIn,Lead Gen,6030,39,137.38,1,138.9
13/09/2024,LinkedIn,Event Promotion,6523,58,225.72,1,135.82
13/09/2024,TikTok,Top of Funnel,64359,992,353.89,19,907.44
13/09/2024,TikTok,Product Showcase,40577,376,165.65,5,252.41
13/09/2024,TikTok,Retargeting,54282,496,275.59,4,184.48
14/09/2024,Google Ads,Brand Search,15768,806,1545.09,44,2877.49
14/09/2024,Google Ads,Competitor Keywords,14710,601,1120.57,25,1922.41
14/09/2024,Google Ads,Retargeting,17333,921,1806.1,53,4686.52
14/09/2024,Meta,Awareness,34619,508,389.99,11,569.53
14/09/2024,Meta,Retargeting,39183,496,371.29,13,886.48
14/09/2024,Meta,Lead Gen,23546,336,181.83,12,821.28
14/09/2024,LinkedIn,Brand Awareness,6147,28,176.52,1,117.88
14/09/2024,LinkedIn,Lead Gen,2761,11,41.32,0,0
14/09/2024,LinkedIn,Event Promotion,2796,20,88.23,0,0
14/09/2024,TikTok,Top of Funnel,26814,419,248.66,3,113.98
14/09/2024,TikTok,Product Showcase,64178,878,523.53,16,862.09
14/09/2024,TikTok,Retargeting,66612,967,739.17,11,467.63
15/09/2024,Google Ads,Brand Search,22614,1386,2697.35,49,3509.33
15/09/2024,Google Ads,Competitor Keywords,13114,909,1804.75,60,4108.87
15/09/2024,Google Ads,Retargeting,21430,982,2177.55,29,2194.5
15/09/2024,Meta,Awareness,42284,594,508.43,22,999.25
15/09/2024,Meta,Retargeting,31537,406,420.07,15,1015.51
15/09/2024,Meta,Lead Gen,42455,530,481.33,19,1004.01
15/09/2024,LinkedIn,Brand Awareness,2842,22,94.67,0,0
15/09/2024,LinkedIn,Lead Gen,5679,35,140.26,0,0
15/09/2024,LinkedIn,Event Promotion,3864,34,173.36,1,96.66
15/09/2024,TikTok,Top of Funnel,49198,481,215.7,9,464.69
15/09/2024,TikTok,Product Showcase,51719,427,307.99,7,406.37
15/09/2024,TikTok,Retargeting,52563,787,157.42,9,367.68
16/09/2024,Google Ads,Brand Search,17328,1198,2720.6,71,5469.63
16/09/2024,Google Ads,Competitor Keywords,23918,1406,1246.98,84,5180.46
16/09/2024,Google Ads,Retargeting,15471,1076,1852.95,71,4958.89
16/09/2024,Meta,Awareness,40597,507,556.93,15,845.31
16/09/2024,Meta,Retargeting,40296,471,289.8,11,817.7
16/09/2024,Meta,Lead Gen,22628,563,252,8,546.86
16/09/2024,LinkedIn,Brand Awareness,5784,44,241.06,1,137.5
16/09/2024,LinkedIn,Lead Gen,4805,38,137.51,1,95.17
16/09/2024,LinkedIn,Event Promotion,5223,27,144.05,1,107.33
16/09/2024,TikTok,Top of Funnel,66777,1132,783.37,15,819.75
16/09/2024,TikTok,Product Showcase,45286,402,227.38,6,344.37
16/09/2024,TikTok,Retargeting,39337,648,325.61,8,511.93
17/09/2024,Google Ads,Brand Search,19759,945,1807.93,52,4345.19
17/09/2024,Google Ads,Competitor Keywords,12318,522,949.92,22,1949.22
17/09/2024,Google Ads,Retargeting,19588,905,1798.18,32,2218.51
17/09/2024,Meta,Awareness,29305,557,560.56,22,1567.66
17/09/2024,Meta,Retargeting,37784,620,528.89,19,944.39
17/09/2024,Meta,Lead Gen,17069,323,366.01,9,602.26
17/09/2024,LinkedIn,Brand Awareness,2564,21,140.46,0,0
17/09/2024,LinkedIn,Lead Gen,7021,32,176.17,1,103.6
17/09/2024,LinkedIn,Event Promotion,4447,34,138.78,0,0
17/09/2024,TikTok,Top of Funnel,73783,900,478.42,15,961.57
17/09/2024,TikTok,Product Showcase,52584,862,679.28,11,446.18
17/09/2024,TikTok,Retargeting,27035,366,218.58,4,236.26
18/09/2024,Google Ads,Brand Search,10937,600,1361.34,41,3198.65
18/09/2024,Google Ads,Competitor Keywords,15017,909,1743.38,49,3261.25
18/09/2024,Google Ads,Retargeting,24079,1593,2416.32,49,3874.18
18/09/2024,Meta,Awareness,26747,508,208.59,8,526.69
18/09/2024,Meta,Retargeting,33949,736,518.25,13,859.45
18/09/2024,Meta,Lead Gen,29330,724,454.93,19,876.19
18/09/2024,LinkedIn,Brand Awareness,3353,19,100.48,0,0
18/09/2024,LinkedIn,Lead Gen,4946,27,110.09,0,0
18/09/2024,LinkedIn,Event Promotion,4362,27,133.34,0,0
18/09/2024,TikTok,Top of Funnel,58839,740,255.81,13,476.2
18/09/2024,TikTok,Product Showcase,57615,714,429.56,10,633.42
18/09/2024,TikTok,Retargeting,33361,491,109.09,7,332.69
19/09/2024,Google Ads,Brand Search,14832,730,1539.97,24,1332.06
19/09/2024,Google Ads,Competitor Keywords,15831,697,1360.91,25,1388.48
19/09/2024,Google Ads,Retargeting,19681,990,1211.39,68,5706.19
19/09/2024,Meta,Awareness,41318,878,1004.97,31,1746.68
19/09/2024,Meta,Retargeting,32745,502,256.53,13,802.41
19/09/2024,Meta,Lead Gen,35312,543,532.02,13,734.96
19/09/2024,LinkedIn,Brand Awareness,6859,45,253.41,1,148.12
19/09/2024,LinkedIn,Lead Gen,3999,16,51.44,0,0
19/09/2024,LinkedIn,Event Promotion,4943,40,158.19,1,115.68
19/09/2024,TikTok,Top of Funnel,34115,489,384.09,5,243.27
19/09/2024,TikTok,Product Showcase,48861,727,281.22,6,329.94
19/09/2024,TikTok,Retargeting,47565,473,106.06,7,315.32
20/09/2024,Google Ads,Brand Search,12379,689,1242.9,38,2353.11
20/09/2024,Google Ads,Competitor Keywords,20972,1389,2657.75,61,4558.82
20/09/2024,Google Ads,Retargeting,11095,618,602.81,23,1977.02
20/09/2024,Meta,Awareness,37304,415,387.69,11,812.39
20/09/2024,Meta,Retargeting,36934,414,167.52,7,460.64
20/09/2024,Meta,Lead Gen,35889,606,698.52,12,558.58
20/09/2024,LinkedIn,Brand Awareness,3591,31,200.39,1,122.25
20/09/2024,LinkedIn,Lead Gen,3840,20,114.76,0,0
20/09/2024,LinkedIn,Event Promotion,4012,20,110.87,0,0
20/09/2024,TikTok,Top of Funnel,62564,633,318.64,5,269.78
20/09/2024,TikTok,Product Showcase,31628,419,204.6,5,221.07
20/09/2024,TikTok,Retargeting,47174,403,151.43,3,160.65
21/09/2024,Google Ads,Brand Search,19999,1235,2888.44,59,4410.46
21/09/2024,Google Ads,Competitor Keywords,10298,420,565.4,23,1373
21/09/2024,Google Ads,Retargeting,14646,725,1622.57,30,1796.94
21/09/2024,Meta,Awareness,46999,844,965.2,32,2036.32
21/09/2024,Meta,Retargeting,40468,976,721.04,22,1363.08
21/09/2024,Meta,Lead Gen,21670,351,165.8,5,302.76
21/09/2024,LinkedIn,Brand Awareness,4910,22,111.78,0,0
21/09/2024,LinkedIn,Lead Gen,6243,30,118.31,1,98.32
21/09/2024,LinkedIn,Event Promotion,5373,26,162.33,1,83.91
21/09/2024,TikTok,Top of Funnel,34330,384,191.99,7,405.83
21/09/2024,TikTok,Product Showcase,39906,504,334.09,6,373.87
21/09/2024,TikTok,Retargeting,45616,599,267.75,5,280.13
22/09/2024,Google Ads,Brand Search,11029,594,1115.36,40,2381.6
22/09/2024,Google Ads,Competitor Keywords,9150,470,1000.16,30,2057.26
22/09/2024,Google Ads,Retargeting,13786,637,1245.67,19,1476.95
22/09/2024,Meta,Awareness,43712,1066,635.88,25,1333.3
22/09/2024,Meta,Retargeting,42742,542,565.71,17,1017.61
22/09/2024,Meta,Lead Gen,22492,256,250.08,9,477.63
22/09/2024,LinkedIn,Brand Awareness,6040,31,136.52,1,113.24
22/09/2024,LinkedIn,Lead Gen,4873,28,140.82,0,0
22/09/2024,LinkedIn,Event Promotion,6329,42,154.47,0,0
22/09/2024,TikTok,Top of Funnel,36933,661,264.59,10,396.13
22/09/2024,TikTok,Product Showcase,33088,559,422.92,10,590.83
22/09/2024,TikTok,Retargeting,35299,425,104.6,3,125.31
23/09/2024,Google Ads,Brand Search,8103,412,701.39,22,1574.42
23/09/2024,Google Ads,Competitor Keywords,19030,914,1518.33,28,1906.57
23/09/2024,Google Ads,Retargeting,21546,1495,2885.15,57,3865.14
23/09/2024,Meta,Awareness,29824,525,457.83,8,544.83
23/09/2024,Meta,Retargeting,35476,466,396.6,12,730.75
23/09/2024,Meta,Lead Gen,32693,347,381.49,11,656.15
23/09/2024,LinkedIn,Brand Awareness,6221,51,194.3,1,112.26
23/09/2024,LinkedIn,Lead Gen,7369,34,187.63,0,0
23/09/2024,LinkedIn,Event Promotion,2209,13,86.27,0,0
23/09/2024,TikTok,Top of Funnel,39922,484,340.38,5,223.49
23/09/2024,TikTok,Product Showcase,73263,1050,680.99,16,715.08
23/09/2024,TikTok,Retargeting,58746,761,512.51,12,467.91
24/09/2024,Google Ads,Brand Search,11713,532,653.56,16,1103.61
24/09/2024,Google Ads,Competitor Keywords,19300,832,718.19,39,2914.46
24/09/2024,Google Ads,Retargeting,11893,563,1176.65,24,1385.97
24/09/2024,Meta,Awareness,46350,526,337.15,17,1190.01
24/09/2024,Meta,Retargeting,23380,271,285.25,5,308.07
24/09/2024,Meta,Lead Gen,47428,1165,578.41,17,1158.45
24/09/2024,LinkedIn,Brand Awareness,4958,28,99.27,0,0
24/09/2024,LinkedIn,Lead Gen,2905,11,43.18,0,0
24/09/2024,LinkedIn,Event Promotion,2033,10,47.9,0,0
24/09/2024,TikTok,Top of Funnel,32661,338,80.05,5,248.25
24/09/2024,TikTok,Product Showcase,32167,332,112.27,3,134.04
24/09/2024,TikTok,Retargeting,45741,796,635.57,8,347.36
25/09/2024,Google Ads,Brand Search,22449,1172,1910.27,52,2961.93
25/09/2024,Google Ads,Competitor Keywords,20794,1392,2524.17,67,5045.15
25/09/2024,Google Ads,Retargeting,14668,617,782.12,32,1760.3
25/09/2024,Meta,Awareness,29969,323,192.76,12,675.62
25/09/2024,Meta,Retargeting,22006,282,140.32,11,634.61
25/09/2024,Meta,Lead Gen,40042,441,439.55,16,814.95
25/09/2024,LinkedIn,Brand Awareness,3264,17,106.19,0,0
25/09/2024,LinkedIn,Lead Gen,5549,34,175.97,1,128.38
25/09/2024,LinkedIn,Event Promotion,3644,17,70,0,0
25/09/2024,TikTok,Top of Funnel,42483,741,527.95,7,396.35
25/09/2024,TikTok,Product Showcase,26574,462,182.61,7,290.67
25/09/2024,TikTok,Retargeting,78457,929,456.33,7,366.99
26/09/2024,Google Ads,Brand Search,21081,1467,3297.11,95,7510.74
26/09/2024,Google Ads,Competitor Keywords,13566,612,841.66,22,1664.5
26/09/2024,Google Ads,Retargeting,11213,572,888.15,17,1330.88
26/09/2024,Meta,Awareness,42395,789,458.69,29,1865.38
26/09/2024,Meta,Retargeting,17325,409,390.72,12,608.1
26/09/2024,Meta,Lead Gen,47122,667,454.85,13,718.38
26/09/2024,LinkedIn,Brand Awareness,6734,56,361.5,1,116.56
26/09/2024,LinkedIn,Lead Gen,4896,33,202.98,0,0
26/09/2024,LinkedIn,Event Promotion,6880,39,235.94,1,132.12
26/09/2024,TikTok,Top of Funnel,49540,575,234.22,8,517.91
26/09/2024,TikTok,Product Showcase,53567,684,229.14,11,609.7
26/09/2024,TikTok,Retargeting,20488,164,74.26,3,155.18
27/09/2024,Google Ads,Brand Search,22493,1239,1618.83,70,4548.57
27/09/2024,Google Ads,Competitor Keywords,23636,1193,2461.59,40,2966.8
27/09/2024,Google Ads,Retargeting,18303,941,1333.58,49,4017.45
27/09/2024,Meta,Awareness,34549,779,597.07,29,2118.6
27/09/2024,Meta,Retargeting,18551,278,140.15,8,552.68
27/09/2024,Meta,Lead Gen,43259,604,544.04,21,1414.98
27/09/2024,LinkedIn,Brand Awareness,2897,24,106.09,0,0
27/09/2024,LinkedIn,Lead Gen,2354,17,81.31,0,0
27/09/2024,LinkedIn,Event Promotion,6267,42,170.57,0,0
27/09/2024,TikTok,Top of Funnel,50154,418,133.86,7,280.81
27/09/2024,TikTok,Product Showcase,49384,555,177.14,9,321.33
27/09/2024,TikTok,Retargeting,43886,669,224.08,13,702.23
28/09/2024,Google Ads,Brand Search,16919,828,744.97,46,3970.5
28/09/2024,Google Ads,Competitor Keywords,13028,656,1516.92,38,2342.79
28/09/2024,Google Ads,Retargeting,9885,414,806.84,27,1989.15
28/09/2024,Meta,Awareness,46905,904,1007.6,21,1402.76
28/09/2024,Meta,Retargeting,21688,277,330.49,5,353.99
28/09/2024,Meta,Lead Gen,30211,503,377.46,13,754.6
28/09/2024,LinkedIn,Brand Awareness,5566,32,132.07,1,123.91
28/09/2024,LinkedIn,Lead Gen,5880,37,208.54,0,0
28/09/2024,LinkedIn,Event Promotion,4964,21,66.08,0,0
28/09/2024,TikTok,Top of Funnel,45174,365,158.79,5,316.37
28/09/2024,TikTok,Product Showcase,27304,357,137.24,5,177.96
28/09/2024,TikTok,Retargeting,40839,355,82.64,6,340.16
29/09/2024,Google Ads,Brand Search,15744,720,663.38,45,2937.17
29/09/2024,Google Ads,Competitor Keywords,17983,735,1298.27,28,2238.68
29/09/2024,Google Ads,Retargeting,15929,1061,1003.19,34,2415.52
29/09/2024,Meta,Awareness,46978,952,538.41,14,776.17
29/09/2024,Meta,Retargeting,16106,249,203.62,6,326.97
29/09/2024,Meta,Lead Gen,31024,668,504.94,23,1481.76
29/09/2024,LinkedIn,Brand Awareness,3148,20,87.65,0,0
29/09/2024,LinkedIn,Lead Gen,4747,25,88.16,0,0
29/09/2024,LinkedIn,Event Promotion,2638,20,103.19,0,0
29/09/2024,TikTok,Top of Funnel,28510,486,223.88,8,393.01
29/09/2024,TikTok,Product Showcase,28036,434,247.29,4,144.29
29/09/2024,TikTok,Retargeting,32280,394,155.78,6,381.68
30/09/2024,Google Ads,Brand Search,16852,834,972.67,53,2981.84
30/09/2024,Google Ads,Competitor Keywords,12965,547,573.02,26,1722.94
30/09/2024,Google Ads,Retargeting,9933,691,929.74,40,2447.52
30/09/2024,Meta,Awareness,18266,302,311.95,10,578.55
30/09/2024,Meta,Retargeting,35179,755,441.06,15,692.54
30/09/2024,Meta,Lead Gen,36382,871,860.82,26,1355.29
30/09/2024,LinkedIn,Brand Awareness,2914,20,67.87,0,0
30/09/2024,LinkedIn,Lead Gen,5152,41,223.23,1,91.53
30/09/2024,LinkedIn,Event Promotion,6302,39,227.34,1,121.11
30/09/2024,TikTok,Top of Funnel,37102,462,341.5,7,315.44
30/09/2024,TikTok,Product Showcase,74921,791,229.4,9,486.7
30/09/2024,TikTok,Retargeting,48279,782,226.15,10,543.43
01/10/2024,Google Ads,Brand Search,16822,1145,1759.79,61,4195.58
01/10/2024,Google Ads,Competitor Keywords,19502,1101,2525.51,34,1953.38
01/10/2024,Google Ads,Retargeting,12666,783,1556.62,38,3179.53
01/10/2024,Meta,Awareness,20856,341,264.82,10,520.07
01/10/2024,Meta,Retargeting,31349,552,225.91,8,525.88
01/10/2024,Meta,Lead Gen,20662,223,197.97,4,223.02
01/10/2024,LinkedIn,Brand Awareness,6002,50,188.2,2,299.07
01/10/2024,LinkedIn,Lead Gen,4541,19,70.7,0,0
01/10/2024,LinkedIn,Event Promotion,2960,17,62.15,0,0
01/10/2024,TikTok,Top of Funnel,35306,623,398.78,10,464.41
01/10/2024,TikTok,Product Showcase,46174,684,512.82,8,420.74
01/10/2024,TikTok,Retargeting,35803,591,125.26,6,331.21
02/10/2024,Google Ads,Brand Search,17995,1026,1968.99,58,5218.8
02/10/2024,Google Ads,Competitor Keywords,18547,862,1293.33,52,3619.7
02/10/2024,Google Ads,Retargeting,11989,689,1310.4,30,2060.68
02/10/2024,Meta,Awareness,42456,1059,786.38,36,1987.6
02/10/2024,Meta,Retargeting,18136,188,80.75,6,278.76
02/10/2024,Meta,Lead Gen,34792,461,337.85,14,781.5
02/10/2024,LinkedIn,Brand Awareness,5907,46,290.62,1,148.33
02/10/2024,LinkedIn,Lead Gen,4520,39,165.61,0,0
02/10/2024,LinkedIn,Event Promotion,3957,32,129.44,1,107.47
02/10/2024,TikTok,Top of Funnel,43564,426,247.68,8,426.4
02/10/2024,TikTok,Product Showcase,25718,229,61.97,3,114.86
02/10/2024,TikTok,Retargeting,47949,640,286.61,9,479.68
03/10/2024,Google Ads,Brand Search,12164,831,1300.4,34,2861.89
03/10/2024,Google Ads,Competitor Keywords,19584,853,1375.89,40,2719.89
03/10/2024,Google Ads,Retargeting,25575,1629,2076.05,102,6820.2
03/10/2024,Meta,Awareness,26517,307,323.83,7,512.33
03/10/2024,Meta,Retargeting,24856,480,212.14,13,906.06
03/10/2024,Meta,Lead Gen,27615,358,310.24,7,419.1
03/10/2024,LinkedIn,Brand Awareness,4810,39,254.67,1,105.71
03/10/2024,LinkedIn,Lead Gen,3523,19,62.7,0,0
03/10/2024,LinkedIn,Event Promotion,6396,41,156.12,1,114.75
03/10/2024,TikTok,Top of Funnel,54689,468,246.83,8,451.65
03/10/2024,TikTok,Product Showcase,38550,342,68.84,2,108.04
03/10/2024,TikTok,Retargeting,23434,385,136.39,3,174.16
04/10/2024,Google Ads,Brand Search,9654,564,1004.24,24,1911.61
04/10/2024,Google Ads,Competitor Keywords,21048,1065,2457.23,48,3585.01
04/10/2024,Google Ads,Retargeting,20715,990,1239.44,53,3435.69
04/10/2024,Meta,Awareness,36981,742,826.24,18,850.44
04/10/2024,Meta,Retargeting,37146,755,897.06,24,1714.71
04/10/2024,Meta,Lead Gen,21776,223,137.11,6,424.3
04/10/2024,LinkedIn,Brand Awareness,2231,13,77.77,0,0
04/10/2024,LinkedIn,Lead Gen,6868,39,168.65,0,0
04/10/2024,LinkedIn,Event Promotion,4924,29,145.83,0,0
04/10/2024,TikTok,Top of Funnel,74344,1226,737.08,16,691.73
04/10/2024,TikTok,Product Showcase,41554,732,380.16,7,358.63
04/10/2024,TikTok,Retargeting,63786,564,329.04,6,250.29
05/10/2024,Google Ads,Brand Search,25055,1505,3169.57,99,6753.88
05/10/2024,Google Ads,Competitor Keywords,22270,1305,2920.18,65,4572.26
05/10/2024,Google Ads,Retargeting,14513,784,1034.98,35,2189.69
05/10/2024,Meta,Awareness,39571,783,425.78,22,998.6
05/10/2024,Meta,Retargeting,31642,395,311.96,15,828.85
05/10/2024,Meta,Lead Gen,23358,487,451.34,11,755.53
05/10/2024,LinkedIn,Brand Awareness,7427,33,206.48,1,131.46
05/10/2024,LinkedIn,Lead Gen,6207,43,136.61,0,0
05/10/2024,LinkedIn,Event Promotion,4794,31,170.09,1,91.2
05/10/2024,TikTok,Top of Funnel,41237,482,218.31,7,403.65
05/10/2024,TikTok,Product Showcase,40141,453,281.52,8,430.71
05/10/2024,TikTok,Retargeting,48689,694,146.2,7,365.59
06/10/2024,Google Ads,Brand Search,15187,1010,1148.8,40,3572.13
06/10/2024,Google Ads,Competitor Keywords,17058,693,695.54,27,2058.77
06/10/2024,Google Ads,Retargeting,19040,840,1687.5,51,4568.96
06/10/2024,Meta,Awareness,25514,526,304.21,8,519.07
06/10/2024,Meta,Retargeting,21278,218,242.77,7,336.92
06/10/2024,Meta,Lead Gen,20521,422,403.78,11,806.46
06/10/2024,LinkedIn,Brand Awareness,2544,16,96.97,0,0
06/10/2024,LinkedIn,Lead Gen,3865,20,85.5,0,0
06/10/2024,LinkedIn,Event Promotion,5897,45,197.47,1,115.56
06/10/2024,TikTok,Top of Funnel,41199,560,148.3,8,460.66
06/10/2024,TikTok,Product Showcase,41257,474,225.01,8,333.37
06/10/2024,TikTok,Retargeting,28515,285,117.8,4,218.04
07/10/2024,Google Ads,Brand Search,10071,532,829.38,23,1265.47
07/10/2024,Google Ads,Competitor Keywords,13827,864,1402.34,57,4405.88
07/10/2024,Google Ads,Retargeting,17479,1041,1527.34,50,3130.23
07/10/2024,Meta,Awareness,27774,353,212.7,7,523.97
07/10/2024,Meta,Retargeting,22821,479,249.02,10,574.72
07/10/2024,Meta,Lead Gen,20509,361,366.59,12,596.26
07/10/2024,LinkedIn,Brand Awareness,5198,27,113.59,0,0
07/10/2024,LinkedIn,Lead Gen,3241,24,143.48,0,0
07/10/2024,LinkedIn,Event Promotion,3587,29,132.36,0,0
07/10/2024,TikTok,Top of Funnel,30323,335,247.53,2,119.51
07/10/2024,TikTok,Product Showcase,60361,731,370.22,7,423.29
07/10/2024,TikTok,Retargeting,54010,785,357.94,7,354.26
08/10/2024,Google Ads,Brand Search,22926,1300,2095.45,58,3719.24
08/10/2024,Google Ads,Competitor Keywords,10755,733,1173.44,25,1676.48
08/10/2024,Google Ads,Retargeting,12654,756,613.17,26,2019.22
08/10/2024,Meta,Awareness,22831,350,367.65,12,887.08
08/10/2024,Meta,Retargeting,24569,582,408.06,13,654.71
08/10/2024,Meta,Lead Gen,33633,508,538.46,7,478.61
08/10/2024,LinkedIn,Brand Awareness,5253,34,236.27,1,122.35
08/10/2024,LinkedIn,Lead Gen,4145,23,105.74,0,0
08/10/2024,LinkedIn,Event Promotion,3329,27,109.3,0,0
08/10/2024,TikTok,Top of Funnel,42527,509,255.82,8,328.21
08/10/2024,TikTok,Product Showcase,20752,282,167.24,3,167.21
08/10/2024,TikTok,Retargeting,61803,770,279.92,8,409.64
09/10/2024,Google Ads,Brand Search,20398,1348,2111.32,86,5793.09
09/10/2024,Google Ads,Competitor Keywords,22310,1074,2634.61,65,4086.22
09/10/2024,Google Ads,Retargeting,12807,750,1444.37,49,3106.71
09/10/2024,Meta,Awareness,27569,636,344.32,13,645.78
09/10/2024,Meta,Retargeting,29625,534,216.76,17,1027.94
09/10/2024,Meta,Lead Gen,33697,786,704.32,30,1922.64
09/10/2024,LinkedIn,Brand Awareness,2549,15,56.96,0,0
09/10/2024,LinkedIn,Lead Gen,4867,23,109.41,0,0
09/10/2024,LinkedIn,Event Promotion,4463,22,134.82,0,0
09/10/2024,TikTok,Top of Funnel,47572,800,235.29,13,537.53
09/10/2024,TikTok,Product Showcase,64772,670,346.07,9,332.03
09/10/2024,TikTok,Retargeting,25972,462,343.49,6,361.83
10/10/2024,Google Ads,Brand Search,16319,1077,2176.78,50,3293.75
10/10/2024,Google Ads,Competitor Keywords,22963,1343,2319.92,79,6123.03
10/10/2024,Google Ads,Retargeting,17225,1165,1273.23,69,5007.83
10/10/2024,Meta,Awareness,22682,420,379.4,8,421.83
10/10/2024,Meta,Retargeting,33989,793,667.42,20,1492.14
10/10/2024,Meta,Lead Gen,30322,686,324.89,14,909.55
10/10/2024,LinkedIn,Brand Awareness,3944,18,86.84,0,0
10/10/2024,LinkedIn,Lead Gen,6428,30,150.33,1,81.81
10/10/2024,LinkedIn,Event Promotion,4734,36,140.07,1,97.58
10/10/2024,TikTok,Top of Funnel,38477,417,291.64,7,265.14
10/10/2024,TikTok,Product Showcase,26642,296,235.36,5,317.29
10/10/2024,TikTok,Retargeting,57464,784,196.43,7,371.77
11/10/2024,Google Ads,Brand Search,9099,371,584.53,20,1782.6
11/10/2024,Google Ads,Competitor Keywords,18741,1239,1432.54,76,5220.58
11/10/2024,Google Ads,Retargeting,13977,791,892.55,51,3093.01
11/10/2024,Meta,Awareness,33700,769,898.81,16,1053.3
11/10/2024,Meta,Retargeting,48391,1185,1246.95,20,960.14
11/10/2024,Meta,Lead Gen,33985,695,528.84,23,1446.08
11/10/2024,LinkedIn,Brand Awareness,3762,27,119.68,1,139.67
11/10/2024,LinkedIn,Lead Gen,4376,22,127.85,0,0
11/10/2024,LinkedIn,Event Promotion,5037,23,119.77,0,0
11/10/2024,TikTok,Top of Funnel,46921,476,182.77,6,374.6
11/10/2024,TikTok,Product Showcase,40759,682,388.5,9,531.95
11/10/2024,TikTok,Retargeting,39603,488,220.39,8,352.07
12/10/2024,Google Ads,Brand Search,20574,1013,1808.44,65,3644.06
12/10/2024,Google Ads,Competitor Keywords,18979,869,890.63,40,2827.86
12/10/2024,Google Ads,Retargeting,13082,772,1112.38,45,2511.25
12/10/2024,Meta,Awareness,25034,468,242.17,14,688.86
12/10/2024,Meta,Retargeting,17649,396,242.78,8,410.99
12/10/2024,Meta,Lead Gen,49953,755,562.24,23,1408.63
12/10/2024,LinkedIn,Brand Awareness,2688,18,68.91,0,0
12/10/2024,LinkedIn,Lead Gen,2446,10,50.46,0,0
12/10/2024,LinkedIn,Event Promotion,3288,26,139.96,1,82.87
12/10/2024,TikTok,Top of Funnel,56742,897,691.03,14,644.37
